,id,type,VL,VH,VN,VM,RED,Total
869,971934,L3,399.934,416.026,398.281,405.554,700.0,503.2991666666667
870,976059,L5,463.772,469.007,483.327,503.574,800.0,586.6133333333333
871,975408,L5,687.206,627.947,525.85,650.602,500.0,581.9341666666667
872,919831,L5,527.61,521.987,398.281,601.593,700.0,574.9118333333333
873,922325,L5,495.691,416.026,313.235,503.574,700.0,521.4209999999999
874,962864,L5,304.176,310.066,398.281,405.554,500.0,403.0128333333333
875,946400,L5,368.014,363.046,483.327,503.574,100.0,319.66016666666667
876,950432,L7,623.367,574.967,483.327,601.593,875.0,672.209
877,949570,L7,463.772,521.987,525.85,552.583,825.0,619.032
878,962096,L7,399.934,363.046,398.281,503.574,675.0,502.4725
879,979577,L7,431.853,416.026,398.281,356.545,700.0,500.4508333333333
880,961154,AC,687.206,733.907,653.42,650.602,825.0,729.1891666666667
881,949403,AC,623.367,521.987,440.804,552.583,775.0,614.7901666666667
882,968815,AC,591.448,469.007,483.327,552.583,800.0,616.0608333333333
883,977339,AC,591.448,416.026,525.85,454.564,850.0,614.648
884,970669,AC,463.772,574.967,483.327,601.593,750.0,603.9431666666667
885,951361,AC,399.934,521.987,483.327,356.545,750.0,543.6321666666666
886,911408,AC,336.095,363.046,525.85,552.583,650.0,512.929
887,955221,L1,495.691,574.967,398.281,454.564,775.0,578.9171666666666
888,977138,L1,336.095,521.987,313.235,405.554,675.0,487.81183333333337
889,977137,L1,336.095,521.987,440.804,454.564,500.0,458.9083333333333
890,979137,L1,463.772,310.066,440.804,356.545,550.0,445.19783333333334
891,979265,L5,399.934,416.026,355.758,405.554,850.0,546.212
892,951942,L7,431.853,363.046,610.897,552.583,775.0,584.7298333333333
893,956878,AC,463.772,786.887,695.943,552.583,750.0,666.5308333333334
894,963070,AC,495.691,469.007,738.466,552.583,725.0,617.6245
895,945039,AC,463.772,680.927,653.42,601.593,650.0,616.6186666666666
896,913298,AC,527.61,521.987,440.804,601.593,775.0,606.9989999999999
897,962401,AC,463.772,363.046,568.373,454.564,875.0,599.9591666666666
898,931795,AC,495.691,469.007,525.85,552.583,750.0,590.5218333333333
899,954921,AC,463.772,680.927,440.804,405.554,775.0,590.1761666666667
900,968246,AC,623.367,469.007,525.85,503.574,675.0,578.633
901,966377,AC,495.691,627.947,440.804,503.574,700.0,578.0026666666666
902,952776,AC,399.934,521.987,483.327,503.574,775.0,576.4703333333333
903,954473,AC,399.934,627.947,355.758,454.564,800.0,573.0338333333334
904,971537,AC,559.529,416.026,483.327,454.564,750.0,568.9076666666666
905,979306,AC,463.772,469.007,525.85,454.564,750.0,568.8655
906,951885,AC,527.61,469.007,398.281,356.545,825.0,566.9071666666667
907,912285,AC,463.772,469.007,398.281,503.574,725.0,547.439
908,956167,AC,495.691,416.026,398.281,552.583,700.0,543.7635
909,954411,AC,399.934,521.987,483.327,356.545,700.0,526.9655
910,950532,AC,399.934,363.046,398.281,454.564,750.0,519.3041666666667
911,966722,AC,336.095,416.026,398.281,454.564,750.0,517.4943333333334
912,978126,AC,655.287,416.026,525.85,454.564,500.0,508.6211666666666
917,963286,AC,463.772,469.007,355.758,356.545,625.0,482.5136666666667
918,965163,AC,368.014,310.066,355.758,552.583,600.0,464.40349999999995
919,968123,AC,463.772,363.046,440.804,503.574,500.0,461.866
920,975510,AC,304.176,310.066,525.85,405.554,500.0,424.27433333333335
921,960619,L1,463.772,521.987,525.85,454.564,775.0,586.0288333333333
922,964732,L1,495.691,310.066,525.85,405.554,500.0,456.19350000000003
923,913958,L1,495.691,469.007,398.281,454.564,100.0,336.2571666666667
924,964874,L3,463.772,574.967,525.85,405.554,750.0,578.3571666666667
925,943828,L3,399.934,521.987,398.281,405.554,700.0,520.9593333333333
926,978413,L3,399.934,521.987,398.281,356.545,675.0,504.4578333333334
927,937587,L5,495.691,521.987,440.804,552.583,800.0,601.8441666666666
928,965611,L7,431.853,574.967,440.804,405.554,800.0,575.5296666666667
929,955861,L7,368.014,310.066,525.85,405.554,750.0,518.2473333333334
930,959483,L7,463.772,363.046,440.804,650.602,525.0,494.70399999999995
931,913832,L8,431.853,363.046,483.327,356.545,100.0,305.7951666666667
932,910295,AC,655.287,416.026,780.989,797.631,875.0,733.3221666666667
933,960172,AC,559.529,733.907,780.989,552.583,650.0,654.5013333333334
934,922068,AC,495.691,627.947,653.42,650.602,700.0,637.9433333333333
935,912739,AC,655.287,574.967,695.943,552.583,750.0,663.13
936,967457,AC,495.691,680.927,695.943,503.574,775.0,654.3558333333333
937,951469,AC,399.934,574.967,610.897,454.564,825.0,615.0603333333333
938,944101,AC,463.772,521.987,525.85,503.574,800.0,602.5305
939,910949,AC,431.853,416.026,483.327,503.574,800.0,572.4633333333334
940,955410,AC,431.853,363.046,440.804,601.593,725.0,547.8826666666666
941,923908,AC,399.934,627.947,398.281,454.564,675.0,538.4543333333334
942,910276,AC,559.529,363.046,525.85,405.554,800.0,575.6631666666667
943,978699,AC,336.095,416.026,313.235,503.574,800.0,528.1550000000001
944,975115,AC,431.853,416.026,398.281,454.564,750.0,533.4540000000001
945,952458,AC,431.853,363.046,483.327,356.545,875.0,564.1285
946,945703,AC,399.934,416.026,440.804,454.564,675.0,510.2213333333334
947,965568,AC,431.853,363.046,525.85,405.554,700.0,521.0504999999999
948,976155,AC,304.176,310.066,568.373,405.554,550.0,448.02816666666666
949,963884,AC,463.772,521.987,525.85,503.574,100.0,369.19716666666665
950,935385,L1,527.61,680.927,525.85,601.593,725.0,630.9966666666667
951,953693,L1,399.934,521.987,568.373,503.574,825.0,607.3113333333334
952,970394,L1,431.853,469.007,525.85,552.583,750.0,579.8821666666666
953,960458,L1,463.772,363.046,398.281,405.554,500.0,438.44216666666665
954,968940,L3,336.095,469.007,568.373,356.545,725.0,530.0033333333334
955,972271,L3,463.772,574.967,440.804,405.554,100.0,347.5161666666667
956,946796,L5,431.853,469.007,610.897,552.583,700.0,577.39
957,975608,L5,527.61,469.007,525.85,405.554,850.0,604.6701666666667
958,978621,L5,399.934,574.967,440.804,405.554,800.0,570.2098333333333
959,946846,L5,463.772,469.007,483.327,503.574,675.0,544.9466666666667
960,970254,L7,336.095,416.026,440.804,601.593,825.0,574.0863333333333
965,977641,L7,463.772,416.026,398.281,503.574,650.0,513.6088333333333
966,955494,L7,431.853,469.007,440.804,405.554,700.0,524.5363333333333
967,909221,L7,368.014,363.046,398.281,454.564,750.0,513.9841666666666
968,964075,L7,495.691,363.046,440.804,454.564,100.0,325.68416666666667
969,940644,L7,495.691,310.066,440.804,405.554,100.0,308.6858333333333
970,968279,L9,463.772,469.007,398.281,454.564,725.0,539.2706666666667
971,908923,AC,559.529,733.907,525.85,650.602,750.0,661.648
972,941275,AC,559.529,627.947,610.897,601.593,775.0,658.3276666666667
973,967138,AC,687.206,363.046,568.373,601.593,775.0,628.3696666666666
974,959135,AC,495.691,680.927,568.373,454.564,775.0,624.9258333333333
975,933946,AC,463.772,521.987,568.373,503.574,700.0,576.2843333333334
976,979380,AC,527.61,521.987,355.758,552.583,775.0,584.6563333333334
977,911619,AC,368.014,469.007,483.327,552.583,750.0,562.1551666666667
978,936234,AC,463.772,469.007,440.804,503.574,800.0,579.5261666666667
979,920157,AC,399.934,521.987,440.804,503.574,750.0,561.0498333333334
980,910564,AC,495.691,469.007,440.804,503.574,700.0,551.5126666666666
981,910924,AC,527.61,574.967,440.804,405.554,775.0,583.1558333333334
982,931150,AC,368.014,363.046,398.281,552.583,750.0,530.3206666666666
983,946330,AC,495.691,521.987,398.281,454.564,725.0,553.4205000000001
984,956353,AC,527.61,363.046,355.758,454.564,725.0,525.163
985,910980,AC,399.934,310.066,483.327,454.564,650.0,491.3151666666667
986,967689,AC,431.853,416.026,440.804,503.574,525.0,473.7095
987,980463,AC,399.934,363.046,440.804,405.554,700.0,501.5563333333334
988,976769,AC,463.772,310.066,355.758,405.554,700.0,489.19166666666666
989,941254,AC,368.014,416.026,483.327,405.554,550.0,462.15349999999995
990,965520,AC,304.176,310.066,440.804,552.583,100.0,301.2715
991,948037,L1,527.61,574.967,483.327,601.593,800.0,631.2495
992,943689,L3,304.176,416.026,483.327,405.554,600.0,468.1805
993,960549,L3,304.176,310.066,398.281,454.564,575.0,436.1811666666667
994,966393,L7,431.853,574.967,398.281,503.574,700.0,551.4458333333333
995,953780,L7,336.095,680.927,440.804,405.554,700.0,543.8966666666666
996,976732,L7,623.367,627.947,440.804,552.583,100.0,407.4501666666667
997,963497,L7,463.772,416.026,525.85,503.574,100.0,351.53700000000003
998,958434,AC,591.448,469.007,398.281,356.545,700.0,535.8801666666667
999,966166,AC,495.691,310.066,398.281,503.574,725.0,526.2686666666667
1000,978076,AC,336.095,310.066,355.758,454.564,675.0,467.7471666666667
1001,969954,L1,399.934,521.987,525.85,405.554,800.0,575.5541666666667
1002,981197,L1,463.772,469.007,398.281,356.545,750.0,531.2675
1003,945092,L1,463.772,574.967,483.327,454.564,500.0,496.105
1004,920218,L1,431.853,469.007,440.804,454.564,550.0,482.7046666666667
1005,954941,L4,399.934,469.007,398.281,356.545,725.0,512.2945
1006,909022,L5,368.014,627.947,525.85,552.583,800.0,612.399
1007,960692,AC,591.448,680.927,398.281,552.583,850.0,653.8731666666666
1008,946742,AC,463.772,680.927,483.327,552.583,850.0,646.7681666666666
1013,951787,AC,559.529,574.967,483.327,503.574,875.0,645.2328333333334
1014,932525,AC,463.772,733.907,610.897,503.574,750.0,635.3583333333333
1015,942806,AC,495.691,627.947,483.327,552.583,800.0,626.5913333333333
1016,954863,AC,431.853,574.967,440.804,503.574,875.0,616.8663333333333
1017,931672,AC,591.448,416.026,568.373,601.593,750.0,612.9066666666666
1018,981001,AC,655.287,469.007,525.85,503.574,750.0,608.9530000000001
1019,937067,AC,399.934,680.927,568.373,503.574,750.0,608.8013333333333
1020,959796,AC,431.853,469.007,398.281,503.574,925.0,608.7858333333334
1021,941436,AC,399.934,521.987,568.373,601.593,775.0,606.9811666666667
1022,980199,AC,463.772,469.007,568.373,503.574,800.0,600.7876666666667
1023,968261,AC,527.61,680.927,440.804,503.574,725.0,600.4858333333333
1024,955325,AC,623.367,363.046,568.373,454.564,775.0,593.225
1025,974865,AC,495.691,416.026,440.804,503.574,850.0,592.6825
1026,952253,AC,495.691,627.947,568.373,552.583,650.0,590.7656666666667
1027,963671,AC,463.772,521.987,568.373,454.564,750.0,584.7826666666666
1028,924743,AC,495.691,416.026,525.85,552.583,750.0,581.6916666666667
1029,960148,AC,623.367,416.026,440.804,552.583,725.0,580.4633333333334
1030,945718,AC,463.772,469.007,483.327,454.564,800.0,578.445
1031,934596,AC,431.853,627.947,398.281,356.545,825.0,577.4376666666667
1032,972240,AC,559.529,469.007,483.327,601.593,675.0,577.2426666666667
1033,923113,AC,431.853,574.967,483.327,454.564,700.0,557.4518333333334
1034,922646,AC,368.014,416.026,525.85,503.574,750.0,552.244
1035,963662,AC,431.853,627.947,398.281,454.564,700.0,552.1075
1036,928058,AC,527.61,469.007,313.235,405.554,775.0,544.2343333333333
1037,977739,AC,591.448,469.007,398.281,356.545,725.0,544.2135
1038,948357,AC,527.61,416.026,440.804,503.574,675.0,539.669
1039,946650,AC,368.014,363.046,483.327,405.554,800.0,536.6568333333333
1040,981030,AC,399.934,469.007,568.373,454.564,650.0,531.9796666666667
1041,961444,AC,463.772,363.046,398.281,552.583,700.0,529.6136666666666
1042,966232,AC,399.934,310.066,440.804,503.574,750.0,525.7296666666667
1043,979643,AC,431.853,363.046,355.758,503.574,750.0,525.7051666666666
1044,980354,AC,399.934,363.046,440.804,454.564,725.0,518.058
1045,961265,AC,304.176,310.066,398.281,552.583,750.0,510.85099999999994
1046,956560,AC,463.772,521.987,483.327,503.574,525.0,503.77666666666664
1047,908418,AC,368.014,416.026,355.758,356.545,750.0,499.3905
1048,967645,AC,304.176,310.066,355.758,405.554,775.0,487.59233333333333
1049,944648,AC,431.853,310.066,398.281,454.564,575.0,457.46066666666667
1050,977209,AC,336.095,469.007,525.85,356.545,500.0,447.9161666666667
1051,946648,AC,399.934,469.007,440.804,356.545,475.0,436.04833333333335
1052,952219,L1,527.61,627.947,610.897,699.612,800.0,677.6776666666667
1053,974516,L1,399.934,521.987,568.373,503.574,775.0,590.6446666666667
1054,967344,L1,463.772,574.967,398.281,405.554,750.0,557.0956666666667
1055,969576,L1,336.095,469.007,483.327,503.574,775.0,557.0005
1056,933177,L1,368.014,363.046,525.85,356.545,800.0,535.5758333333333
1061,977115,L1,368.014,416.026,355.758,650.602,675.0,523.4
1062,967063,L1,431.853,521.987,398.281,405.554,650.0,509.61249999999995
1063,974831,L13,527.61,469.007,610.897,405.554,800.0,602.178
1064,978023,L3,463.772,627.947,440.804,503.574,850.0,622.6828333333334
1065,923530,L3,495.691,521.987,568.373,503.574,750.0,598.2708333333334
1066,910097,L3,431.853,469.007,483.327,552.583,750.0,572.795
1067,954064,L3,431.853,416.026,483.327,454.564,550.0,480.96166666666676
1068,978316,L5,623.367,521.987,695.943,601.593,900.0,707.1483333333332
1069,980557,L5,623.367,469.007,610.897,601.593,775.0,642.4773333333334
1070,908289,L7,463.772,574.967,568.373,405.554,850.0,618.7776666666667
1071,925001,L7,559.529,469.007,483.327,552.583,750.0,594.0743333333334
1072,928530,L7,463.772,469.007,483.327,405.554,800.0,570.2766666666666
1073,960781,L7,399.934,416.026,440.804,454.564,700.0,518.5546666666668
1074,946555,AC,782.963,680.927,525.85,650.602,850.0,723.3903333333333
1075,980554,AC,687.206,521.987,653.42,699.612,700.0,660.3708333333333
1076,960800,AC,623.367,521.987,568.373,552.583,800.0,644.385
1077,913847,AC,591.448,627.947,653.42,552.583,700.0,637.5663333333333
1078,947554,AC,559.529,574.967,610.897,503.574,775.0,633.1611666666666
1079,932953,AC,463.772,416.026,610.897,405.554,875.0,607.7081666666667
1080,950378,AC,655.287,521.987,483.327,405.554,775.0,602.6925
1081,959279,AC,431.853,469.007,398.281,552.583,875.0,600.2873333333333
1082,957801,AC,431.853,469.007,440.804,650.602,800.0,598.711
1083,969932,AC,431.853,469.007,610.897,454.564,800.0,594.3868333333334
1084,956434,AC,431.853,469.007,610.897,503.574,775.0,594.2218333333334
1085,969969,AC,463.772,416.026,525.85,601.593,775.0,592.8735
1086,980945,AC,368.014,416.026,568.373,552.583,800.0,584.166
1087,956282,AC,368.014,469.007,525.85,454.564,750.0,552.9058333333334
1088,924053,AC,368.014,416.026,355.758,552.583,800.0,548.7301666666666
1089,981236,AC,463.772,310.066,483.327,405.554,800.0,543.7865
1090,925428,AC,368.014,416.026,483.327,405.554,750.0,528.8201666666666
1091,966381,AC,336.095,416.026,440.804,454.564,500.0,441.24816666666675
1092,970544,L1,527.61,416.026,525.85,454.564,725.0,562.3416666666667
1093,942859,L1,399.934,469.007,525.85,503.574,725.0,558.0608333333333
1094,978829,L1,495.691,416.026,355.758,503.574,775.0,553.5081666666666
1095,981201,L3,463.772,310.066,568.373,650.602,800.0,598.8021666666667
1096,932981,L7,591.448,469.007,483.327,552.583,875.0,641.0608333333333
1097,948093,L7,527.61,469.007,525.85,405.554,825.0,596.3368333333334
1098,939250,AC,687.206,363.046,483.327,650.602,800.0,630.6968333333333
1099,960522,AC,527.61,627.947,568.373,454.564,725.0,604.749
1100,977594,AC,495.691,469.007,525.85,503.574,775.0,590.687
1101,966087,AC,431.853,469.007,483.327,454.564,825.0,581.4585000000001
1102,957844,AC,527.61,416.026,313.235,503.574,775.0,551.7408333333334
1103,981210,AC,399.934,627.947,525.85,356.545,650.0,535.046
1104,912233,AC,559.529,627.947,525.85,699.612,100.0,435.48966666666666
1109,962118,L1,591.448,416.026,568.373,552.583,800.0,621.405
1110,977176,L1,591.448,469.007,525.85,552.583,750.0,606.4813333333333
1111,972999,L1,431.853,521.987,525.85,503.574,750.0,580.544
1112,961698,L1,463.772,363.046,610.897,405.554,650.0,523.8781666666667
1113,946227,L3,368.014,469.007,610.897,503.574,825.0,600.2486666666667
1114,951974,L5,559.529,574.967,483.327,552.583,750.0,611.7343333333333
1115,918419,L8,431.853,469.007,440.804,454.564,600.0,499.3713333333333
1116,953549,AC,559.529,521.987,568.373,601.593,750.0,625.247
1117,967150,AC,495.691,574.967,610.897,552.583,800.0,639.023
1118,944731,AC,527.61,786.887,738.466,650.602,500.0,617.2608333333333
1119,970081,AC,655.287,574.967,483.327,405.554,850.0,636.5224999999999
1120,960804,AC,527.61,521.987,610.897,552.583,775.0,627.1795000000001
1121,971983,AC,431.853,521.987,440.804,650.602,850.0,624.2076666666666
1122,972712,AC,495.691,574.967,695.943,650.602,550.0,586.2005
1123,961017,AC,591.448,416.026,483.327,405.554,700.0,549.3925
1124,950769,AC,495.691,416.026,440.804,454.564,700.0,534.5141666666667
1125,955392,L1,527.61,627.947,653.42,552.583,775.0,651.9266666666666
1126,963991,L1,431.853,416.026,398.281,503.574,775.0,549.9556666666667
1127,953552,L3,399.934,521.987,525.85,454.564,775.0,575.3891666666667
1128,956345,L3,431.853,574.967,398.281,503.574,675.0,543.1125000000001
1129,975393,L3,431.853,469.007,398.281,552.583,500.0,475.2873333333334
1130,912056,L5,495.691,469.007,610.897,503.574,825.0,621.5281666666666
1131,921028,L5,463.772,627.947,610.897,552.583,725.0,617.5331666666667
1132,963984,L5,495.691,416.026,483.327,454.564,800.0,574.9346666666667
1133,958940,L5,527.61,469.007,483.327,405.554,750.0,564.2496666666667
1134,968777,AC,687.206,574.967,738.466,846.641,900.0,774.5466666666667
1135,945231,AC,591.448,469.007,823.512,846.641,925.0,763.4346666666667
1136,937563,AC,623.367,469.007,780.989,846.641,850.0,736.6673333333333
1137,978082,AC,623.367,627.947,695.943,846.641,850.0,748.9829999999998
1138,930009,AC,623.367,627.947,738.466,797.631,875.0,756.2351666666667
1139,920953,AC,623.367,680.927,610.897,748.622,800.0,710.6355
1140,910512,AC,687.206,680.927,525.85,699.612,800.0,698.9325
1141,908606,AC,687.206,680.927,610.897,601.593,900.0,730.1038333333332
1142,979884,AC,623.367,469.007,610.897,650.602,900.0,692.3121666666666
1143,978181,AC,591.448,574.967,610.897,650.602,775.0,662.9856666666666
1144,976429,AC,527.61,574.967,695.943,601.593,800.0,666.6854999999999
1145,965112,AC,559.529,574.967,610.897,650.602,750.0,649.3325
1146,952617,AC,623.367,469.007,440.804,601.593,875.0,647.4618333333333
1147,970798,AC,591.448,469.007,610.897,552.583,800.0,637.3225
1148,980370,AC,559.529,521.987,483.327,552.583,800.0,619.571
1149,955940,AC,463.772,469.007,525.85,601.593,775.0,601.7036666666667
1150,980676,AC,495.691,521.987,525.85,552.583,775.0,607.6851666666666
1151,978206,AC,463.772,469.007,568.373,503.574,800.0,600.7876666666667
1152,945886,AC,463.772,469.007,398.281,601.593,750.0,572.1088333333333
1157,912011,AC,431.853,521.987,525.85,503.574,725.0,572.2106666666667
1158,971627,AC,463.772,521.987,525.85,503.574,675.0,560.8638333333333
1159,968474,AC,559.529,521.987,483.327,405.554,800.0,595.0661666666666
1160,908723,AC,431.853,469.007,440.804,454.564,875.0,591.038
1161,913337,AC,527.61,469.007,440.804,454.564,775.0,573.6641666666666
1162,913080,AC,399.934,416.026,525.85,454.564,700.0,532.7289999999999
1163,958760,AC,431.853,416.026,440.804,405.554,750.0,532.3728333333333
1164,949458,L1,527.61,574.967,568.373,601.593,875.0,670.4238333333334
1165,976639,L1,463.772,469.007,483.327,454.564,700.0,545.1116666666667
1166,961524,L1,368.014,416.026,525.85,454.564,775.0,552.409
1167,966350,L1,463.772,574.967,483.327,356.545,750.0,563.1018333333333
1168,918238,L13,495.691,416.026,610.897,552.583,650.0,562.5328333333333
1169,975999,L3,623.367,469.007,653.42,552.583,725.0,624.7295
1170,912026,L3,368.014,416.026,440.804,405.554,700.0,505.0663333333334
1171,978259,L5,687.206,521.987,525.85,699.612,775.0,664.1091666666667
1172,910754,L5,655.287,574.967,610.897,552.583,850.0,682.289
1173,963446,L5,591.448,469.007,525.85,650.602,800.0,639.4844999999999
1174,913046,L5,527.61,469.007,483.327,552.583,875.0,630.4211666666666
1175,965189,L5,527.61,469.007,483.327,454.564,850.0,605.7513333333333
1176,958802,L5,527.61,574.967,440.804,503.574,675.0,566.1591666666667
1177,942618,L7,495.691,416.026,440.804,650.602,700.0,567.1871666666667
1178,915092,L7,559.529,363.046,440.804,454.564,800.0,569.6571666666667
1179,916191,L7,463.772,416.026,525.85,503.574,500.0,484.87033333333335
1180,921498,L7,431.853,416.026,355.758,405.554,650.0,484.86516666666665
1181,923745,L8,591.448,416.026,525.85,503.574,800.0,606.1496666666667
1182,954226,L8,399.934,521.987,525.85,552.583,550.0,516.7256666666667
1183,913994,AC,623.367,627.947,695.943,748.622,750.0,699.3131666666667
1184,913522,AC,719.125,680.927,568.373,699.612,850.0,728.0061666666667
1185,922920,AC,655.287,680.927,610.897,503.574,800.0,675.1141666666666
1186,967027,AC,495.691,521.987,610.897,552.583,875.0,655.193
1187,924387,AC,623.367,574.967,568.373,503.574,825.0,653.3801666666667
1188,979726,AC,527.61,521.987,483.327,601.593,800.0,622.4195
1189,953605,AC,431.853,416.026,568.373,601.593,775.0,594.6408333333333
1190,919545,AC,655.287,416.026,440.804,552.583,825.0,619.1166666666667
1191,918636,AC,591.448,521.987,440.804,503.574,850.0,626.3021666666667
1192,936499,AC,591.448,416.026,440.804,552.583,825.0,608.4768333333333
1193,977731,AC,495.691,469.007,440.804,552.583,800.0,593.0141666666667
1194,978565,AC,495.691,521.987,483.327,552.583,725.0,583.9313333333333
1195,938240,AC,559.529,521.987,440.804,503.574,775.0,595.9823333333334
1196,974559,AC,463.772,574.967,483.327,552.583,675.0,570.7748333333333
1197,977028,AC,495.691,469.007,525.85,454.564,750.0,574.1853333333333
1198,959358,AC,591.448,521.987,440.804,454.564,750.0,584.8004999999999
1199,909343,AC,463.772,521.987,440.804,503.574,750.0,571.6895000000001
1200,913659,AC,368.014,521.987,653.42,454.564,625.0,541.3308333333333
1205,921445,AC,527.61,521.987,440.804,503.574,700.0,565.6625
1206,974032,AC,495.691,521.987,525.85,405.554,725.0,566.5136666666666
1207,930193,AC,463.772,469.007,440.804,454.564,750.0,554.6911666666666
1208,950527,L1,527.61,469.007,695.943,601.593,750.0,632.3588333333333
1209,950127,L1,495.691,521.987,525.85,405.554,800.0,591.5136666666666
1210,970124,L1,623.367,469.007,440.804,454.564,725.0,572.957
1211,970399,L3,336.095,363.046,313.235,454.564,775.0,502.8233333333333
1212,955735,L5,687.206,469.007,738.466,699.612,825.0,707.3818333333334
1213,956805,L5,623.367,521.987,568.373,601.593,900.0,685.8866666666667
1214,932507,L5,463.772,416.026,483.327,503.574,100.0,344.44983333333334
1215,981053,L7,368.014,363.046,483.327,552.583,725.0,536.1616666666666
1216,919997,L7,431.853,469.007,313.235,356.545,600.0,461.77333333333337
1217,952421,AC,655.287,469.007,823.512,797.631,875.0,749.2395
1218,910112,AC,623.367,733.907,695.943,797.631,775.0,733.4746666666666
1219,980956,AC,719.125,521.987,695.943,797.631,750.0,705.781
1220,956821,AC,782.963,627.947,610.897,699.612,800.0,720.2365
1221,981444,AC,591.448,627.947,610.897,699.612,825.0,696.6506666666668
1222,964587,AC,623.367,521.987,695.943,601.593,800.0,673.8149999999999
1223,977337,AC,559.529,680.927,525.85,650.602,800.0,669.4846666666666
1224,977960,AC,431.853,574.967,610.897,552.583,750.0,611.7166666666667
1225,960790,AC,623.367,574.967,568.373,405.554,900.0,662.0435
1226,972772,AC,463.772,521.987,695.943,405.554,825.0,622.876
1227,981066,AC,495.691,521.987,568.373,503.574,775.0,606.6041666666666
1228,936827,AC,495.691,469.007,525.85,552.583,700.0,573.8551666666666
1229,969366,AC,495.691,363.046,355.758,601.593,775.0,561.0146666666666
1230,981357,AC,368.014,363.046,398.281,503.574,775.0,530.4858333333333
1231,911782,AC,463.772,469.007,398.281,405.554,625.0,497.769
1232,963042,AC,304.176,310.066,610.897,356.545,600.0,463.61400000000003
1233,953639,L1,559.529,521.987,568.373,650.602,800.0,650.0818333333333
1234,946034,L15,527.61,574.967,398.281,454.564,750.0,575.9036666666667
1235,970823,L3,495.691,416.026,525.85,503.574,750.0,573.5235
1236,914511,L5,527.61,469.007,525.85,503.574,750.0,587.6735
1237,931872,L7,559.529,469.007,568.373,601.593,850.0,649.7503333333333
1238,970983,L7,527.61,416.026,398.281,356.545,700.0,516.4103333333334
1239,980433,L8,495.691,574.967,568.373,356.545,100.0,365.9293333333333
1240,914221,AC,687.206,627.947,610.897,699.612,850.0,720.9436666666667
1241,925925,AC,463.772,416.026,483.327,454.564,700.0,536.2815
1242,953870,L1,527.61,521.987,525.85,601.593,875.0,654.5066666666667
1243,951177,L7,495.691,521.987,440.804,601.593,775.0,601.6791666666667
1244,978438,L7,527.61,574.967,398.281,503.574,725.0,575.7386666666666
1245,909774,L8,463.772,469.007,440.804,503.574,700.0,546.1928333333334
1246,938324,AC,623.367,627.947,866.035,846.641,650.0,710.665
1247,929273,AC,655.287,574.967,610.897,699.612,900.0,723.4605
1248,977984,AC,495.691,680.927,780.989,650.602,850.0,718.0348333333333
1253,914506,AC,559.529,627.947,525.85,797.631,825.0,693.4928333333334
1254,959868,AC,527.61,733.907,568.373,552.583,925.0,705.4121666666666
1255,914166,AC,687.206,627.947,483.327,650.602,800.0,674.847
1256,977075,AC,687.206,521.987,440.804,699.612,825.0,666.6015
1257,950780,AC,463.772,574.967,525.85,699.612,825.0,652.3668333333334
1258,944646,AC,591.448,416.026,695.943,552.583,800.0,642.6666666666666
1259,908503,AC,559.529,627.947,440.804,552.583,825.0,638.4771666666667
1260,966968,AC,431.853,627.947,525.85,650.602,725.0,614.3753333333333
1261,973775,AC,527.61,574.967,483.327,650.602,700.0,606.0843333333333
1262,969907,AC,591.448,521.987,610.897,503.574,775.0,629.651
1263,980988,AC,399.934,469.007,610.897,650.602,675.0,580.0733333333334
1264,963415,AC,527.61,416.026,525.85,748.622,500.0,536.3513333333333
1265,913121,AC,495.691,469.007,568.373,503.574,700.0,572.7741666666667
1266,959449,AC,495.691,469.007,483.327,503.574,700.0,558.5998333333333
1267,928589,AC,495.691,363.046,525.85,454.564,775.0,564.8584999999999
1268,946988,AC,431.853,363.046,440.804,552.583,750.0,548.0476666666667
1269,969191,AC,399.934,416.026,568.373,503.574,700.0,547.9845
1270,909178,AC,431.853,363.046,398.281,454.564,800.0,541.2906666666667
1271,911451,AC,399.934,416.026,440.804,356.545,800.0,535.5515
1272,972176,AC,399.934,469.007,483.327,454.564,650.0,517.8053333333334
1273,944093,AC,399.934,416.026,398.281,454.564,675.0,503.1341666666667
1274,946461,L1,623.367,574.967,653.42,699.612,750.0,675.2276666666667
1275,974644,L1,623.367,521.987,483.327,699.612,850.0,671.3821666666666
1276,965386,L1,591.448,627.947,525.85,552.583,875.0,674.638
1277,917529,L1,527.61,469.007,525.85,601.593,800.0,620.6766666666666
1278,978148,L1,399.934,416.026,525.85,650.602,725.0,573.7353333333333
1279,947125,L1,495.691,469.007,525.85,503.574,750.0,582.3536666666668
1280,931739,L1,559.529,416.026,483.327,552.583,700.0,568.5775
1281,978523,L1,399.934,469.007,398.281,503.574,725.0,536.7993333333334
1282,914068,L1,463.772,469.007,440.804,454.564,700.0,538.0245
1283,949384,L1,495.691,469.007,440.804,405.554,725.0,543.5093333333333
1284,946196,L3,368.014,416.026,440.804,601.593,775.0,562.7395
1285,954157,L3,336.095,574.967,525.85,405.554,700.0,540.411
1286,969729,L5,623.367,680.927,653.42,846.641,900.0,767.3924999999999
1287,934301,L5,655.287,574.967,525.85,846.641,775.0,692.1241666666666
1288,919784,L5,591.448,363.046,483.327,454.564,850.0,598.7308333333334
1289,921962,L5,527.61,627.947,525.85,356.545,750.0,589.6586666666667
