,id,type,VL,VH,VN,VM,RED,Total
1748,937146,AC,559.529,521.987,525.85,601.593,800.0,634.8265
1749,925782,AC,495.691,469.007,483.327,552.583,925.0,641.768
1750,924702,AC,495.691,574.967,568.373,552.583,775.0,623.6023333333334
1751,913591,AC,591.448,574.967,398.281,454.564,750.0,586.5433333333334
1752,955566,AC,687.206,416.026,440.804,454.564,750.0,583.1
1753,951819,AC,495.691,469.007,440.804,503.574,800.0,584.846
1754,971401,AC,463.772,469.007,483.327,552.583,775.0,586.4481666666667
1755,918134,AC,463.772,469.007,525.85,454.564,750.0,568.8655
1756,961531,AC,527.61,469.007,440.804,405.554,550.0,490.49583333333334
1757,944062,L1,591.448,416.026,398.281,454.564,875.0,601.7198333333333
1758,911319,L1,399.934,416.026,398.281,454.564,725.0,519.8008333333333
1759,959859,L1,463.772,416.026,398.281,454.564,100.0,322.10716666666667
1760,969735,L3,495.691,574.967,568.373,405.554,775.0,599.0975
1761,979510,L3,463.772,521.987,440.804,405.554,675.0,530.3528333333334
1762,967691,L3,399.934,416.026,440.804,503.574,600.0,493.3896666666667
1763,977637,L5,623.367,574.967,483.327,503.574,825.0,639.2058333333333
1764,946440,L5,559.529,627.947,483.327,454.564,825.0,629.2278333333334
1765,974529,L7,527.61,521.987,568.373,503.574,800.0,620.2573333333333
1766,934559,L7,527.61,521.987,483.327,503.574,800.0,606.083
1767,961774,L7,655.287,469.007,398.281,454.564,700.0,562.8565
1768,912413,AC,751.044,521.987,653.42,552.583,900.0,713.1723333333333
1769,976418,AC,655.287,574.967,653.42,650.602,875.0,714.0459999999999
1770,967907,AC,655.287,521.987,440.804,454.564,875.0,637.107
1771,978604,AC,623.367,574.967,568.373,405.554,700.0,595.3768333333334
1772,969781,AC,431.853,680.927,525.85,503.574,750.0,607.034
1773,908179,AC,495.691,574.967,610.897,454.564,750.0,606.0198333333333
1774,976247,AC,495.691,574.967,483.327,552.583,700.0,584.428
1775,921342,AC,495.691,416.026,440.804,454.564,750.0,551.1808333333333
1776,979586,AC,495.691,416.026,525.85,454.564,700.0,548.6885000000001
1781,981165,AC,527.61,416.026,355.758,454.564,725.0,533.993
1782,947894,L1,655.287,469.007,610.897,601.593,750.0,639.464
1783,969692,L3,527.61,521.987,440.804,356.545,725.0,549.491
1784,964455,L5,495.691,469.007,525.85,405.554,725.0,557.6836666666667
1785,958288,L7,399.934,416.026,483.327,454.564,725.0,533.9751666666667
1786,959823,AC,623.367,627.947,695.943,601.593,850.0,708.1416666666668
1787,962603,AC,559.529,680.927,610.897,552.583,925.0,708.9893333333333
1788,979048,AC,591.448,521.987,483.327,601.593,900.0,666.3925
1789,939630,AC,527.61,469.007,610.897,699.612,850.0,667.8543333333333
1790,939569,AC,527.61,469.007,695.943,699.612,725.0,640.362
1791,936708,AC,655.287,416.026,568.373,601.593,750.0,623.5465
1792,974894,AC,559.529,521.987,440.804,454.564,700.0,562.814
1793,940139,AC,559.529,416.026,483.327,503.574,700.0,560.4093333333334
1794,952798,AC,463.772,521.987,398.281,405.554,775.0,556.599
1795,952438,AC,495.691,469.007,525.85,405.554,725.0,557.6836666666667
1796,956598,AC,495.691,469.007,440.804,454.564,700.0,543.3443333333333
1797,946377,L1,399.934,363.046,440.804,356.545,725.0,501.72150000000005
1798,977690,L3,463.772,416.026,525.85,454.564,725.0,551.7020000000001
1799,953672,L3,368.014,363.046,355.758,503.574,750.0,515.0653333333333
1800,957920,L5,431.853,469.007,440.804,405.554,575.0,482.86966666666666
1801,971792,L7,559.529,627.947,440.804,405.554,800.0,605.639
1802,910847,L7,336.095,627.947,610.897,503.574,850.0,629.7521666666667
1803,951252,L7,399.934,521.987,440.804,601.593,750.0,577.3863333333333
1804,975942,AC,719.125,574.967,610.897,503.574,850.0,684.7605
1805,966128,AC,623.367,786.887,440.804,356.545,825.0,642.9338333333334
1806,974123,AC,527.61,574.967,653.42,454.564,850.0,651.7601666666666
1807,953722,AC,463.772,733.907,525.85,454.564,800.0,629.6821666666666
1808,979771,AC,463.772,680.927,440.804,503.574,800.0,614.8461666666667
1809,965424,AC,591.448,574.967,568.373,405.554,750.0,606.7236666666666
1810,951475,AC,559.529,469.007,568.373,503.574,775.0,608.4138333333334
1811,919979,AC,431.853,627.947,440.804,552.583,775.0,600.5311666666666
1812,927530,AC,495.691,574.967,440.804,454.564,800.0,594.3376666666667
1813,955691,AC,495.691,521.987,568.373,405.554,800.0,598.6008333333333
1814,912190,AC,399.934,521.987,483.327,454.564,900.0,609.9686666666666
1815,909402,AC,495.691,521.987,525.85,454.564,775.0,591.3486666666666
1816,920647,AC,495.691,521.987,483.327,454.564,775.0,584.2615
1817,910588,AC,495.691,416.026,483.327,503.574,825.0,591.4363333333333
1818,933834,AC,527.61,416.026,355.758,601.593,800.0,583.4978333333333
1819,952935,AC,495.691,469.007,440.804,405.554,775.0,560.176
1820,912650,AC,495.691,469.007,440.804,405.554,775.0,560.176
1821,980697,AC,463.772,521.987,440.804,503.574,650.0,538.3561666666667
1822,955809,AC,368.014,416.026,483.327,454.564,825.0,561.9885
1823,960415,AC,431.853,469.007,398.281,503.574,725.0,542.1191666666667
1824,979144,AC,368.014,521.987,483.327,405.554,725.0,538.147
1829,972950,AC,399.934,469.007,525.85,552.583,625.0,532.8956666666667
1830,951515,AC,399.934,469.007,355.758,454.564,450.0,429.87716666666665
1831,968646,L1,559.529,363.046,483.327,503.574,850.0,601.5793333333334
1832,953648,L1,495.691,469.007,610.897,405.554,750.0,580.1915
1833,958617,L1,431.853,469.007,483.327,552.583,750.0,572.795
1834,917168,L1,399.934,469.007,483.327,454.564,800.0,567.8053333333334
1835,917188,L1,495.691,416.026,525.85,405.554,750.0,557.1868333333333
1836,952261,L1,463.772,416.026,440.804,454.564,775.0,554.1943333333334
1837,934782,L1,368.014,416.026,610.897,405.554,800.0,566.7485
1838,953892,L1,399.934,416.026,440.804,454.564,700.0,518.5546666666668
1839,975365,L1,368.014,469.007,440.804,356.545,700.0,505.7283333333333
1840,975262,L1,399.934,363.046,398.281,454.564,650.0,485.9708333333333
1841,948593,L3,623.367,363.046,440.804,405.554,800.0,572.1285
1842,953452,L3,495.691,416.026,398.281,552.583,800.0,577.0968333333334
1843,964505,L3,399.934,469.007,440.804,503.574,700.0,535.5531666666667
1844,961641,L3,368.014,363.046,355.758,454.564,700.0,490.23033333333336
1845,962002,L3,399.934,521.987,355.758,454.564,475.0,447.04050000000007
1846,953969,L5,623.367,574.967,483.327,601.593,650.0,597.209
1847,911002,L5,463.772,521.987,313.235,356.545,675.0,500.9231666666667
1848,957123,L5,336.095,416.026,355.758,454.564,700.0,493.74050000000005
1849,972939,L7,591.448,574.967,610.897,454.564,775.0,630.3126666666666
1850,919446,L7,431.853,627.947,398.281,503.574,750.0,576.9425
1851,977999,L7,399.934,469.007,483.327,454.564,700.0,534.4720000000001
1852,977892,AC,527.61,521.987,440.804,650.602,800.0,623.5005
1853,977846,AC,591.448,469.007,568.373,454.564,800.0,613.8986666666666
1854,977665,AC,495.691,574.967,483.327,405.554,750.0,576.5898333333333
1855,979136,AC,495.691,469.007,355.758,405.554,750.0,537.6683333333333
1856,969033,AC,399.934,416.026,440.804,503.574,500.0,460.0563333333334
1857,980012,L1,399.934,469.007,568.373,454.564,825.0,590.313
1858,969069,L1,463.772,574.967,568.373,356.545,775.0,585.6095
1859,979456,L1,431.853,469.007,440.804,552.583,725.0,557.3745
1860,908696,L1,399.934,574.967,483.327,356.545,750.0,552.4621666666667
1861,980652,L1,304.176,310.066,483.327,454.564,875.0,550.3555
1862,979475,L3,399.934,574.967,398.281,405.554,650.0,513.1226666666666
1863,972303,L7,431.853,627.947,398.281,552.583,700.0,568.444
1864,962512,AC,655.287,627.947,823.512,797.631,875.0,775.7295
1865,977673,AC,687.206,680.927,780.989,748.622,850.0,766.2906666666668
1866,976643,AC,751.044,627.947,908.558,797.631,750.0,764.1966666666667
1867,958897,AC,687.206,680.927,568.373,797.631,900.0,755.6895000000001
1868,909712,AC,719.125,627.947,823.512,699.612,825.0,753.366
1869,978384,AC,751.044,680.927,823.512,748.622,750.0,750.6841666666666
1870,980224,AC,655.287,574.967,568.373,846.641,925.0,749.2113333333333
1871,967279,AC,687.206,574.967,780.989,601.593,925.0,749.1258333333334
1872,980073,AC,719.125,627.947,695.943,846.641,800.0,748.276
1877,979420,AC,687.206,733.907,610.897,601.593,925.0,747.2671666666666
1878,967937,AC,655.287,733.907,780.989,748.622,775.0,744.8008333333333
1879,968603,AC,623.367,574.967,866.035,699.612,850.0,743.9968333333333
1880,972088,AC,687.206,733.907,738.466,503.574,900.0,743.8588333333333
1881,959201,AC,687.206,680.927,738.466,650.602,850.0,742.8668333333334
1882,970216,AC,655.287,627.947,695.943,797.631,825.0,737.8013333333333
1883,971362,AC,687.206,521.987,653.42,748.622,875.0,726.8725
1884,955960,AC,623.367,627.947,610.897,797.631,850.0,726.6403333333333
1885,944163,AC,623.367,574.967,695.943,650.602,900.0,724.1465
1886,920877,AC,719.125,627.947,780.989,601.593,800.0,721.609
1887,954395,AC,655.287,469.007,653.42,699.612,925.0,721.221
1888,927605,AC,527.61,786.887,738.466,552.583,850.0,717.591
1889,958049,AC,687.206,627.947,610.897,748.622,800.0,712.4453333333335
1890,974785,AC,687.206,574.967,610.897,748.622,825.0,711.9486666666667
1891,909796,AC,591.448,521.987,653.42,797.631,850.0,710.7476666666666
1892,912951,AC,655.287,680.927,653.42,454.564,900.0,707.3663333333334
1893,963760,AC,655.287,627.947,653.42,699.612,800.0,706.0443333333333
1894,977709,AC,687.206,627.947,610.897,748.622,775.0,704.1120000000001
1895,946458,AC,623.367,627.947,653.42,699.612,800.0,700.7243333333332
1896,929505,AC,623.367,521.987,653.42,748.622,825.0,699.5659999999999
1897,981261,AC,655.287,574.967,610.897,748.622,800.0,698.2954999999998
1898,936148,AC,591.448,680.927,866.035,650.602,700.0,698.1686666666666
1899,976089,AC,655.287,416.026,568.373,797.631,875.0,697.8861666666667
1900,961283,AC,655.287,680.927,738.466,552.583,775.0,696.2105
1901,957374,AC,655.287,521.987,695.943,650.602,825.0,695.6365
1902,920970,AC,559.529,733.907,610.897,797.631,725.0,691.994
1903,908519,AC,687.206,574.967,568.373,601.593,850.0,688.6898333333334
1904,967620,AC,655.287,521.987,398.281,748.622,900.0,687.3628333333332
1905,975054,AC,527.61,574.967,568.373,650.602,900.0,686.9253333333332
1906,951805,AC,591.448,574.967,653.42,601.593,850.0,686.9046666666667
1907,957254,AC,623.367,680.927,355.758,552.583,950.0,685.4391666666667
1908,944066,AC,687.206,416.026,610.897,797.631,800.0,685.2933333333334
1909,977017,AC,687.206,469.007,653.42,699.612,800.0,684.8741666666666
1910,968269,AC,655.287,574.967,568.373,699.612,800.0,683.0398333333333
1911,955734,AC,655.287,680.927,653.42,552.583,775.0,682.0361666666666
1912,970973,AC,623.367,627.947,610.897,454.564,875.0,677.7958333333332
1913,980600,AC,623.367,574.967,568.373,797.631,750.0,677.3896666666666
1914,959890,AC,559.529,733.907,653.42,454.564,825.0,675.2366666666667
1915,974640,AC,655.287,574.967,568.373,552.583,850.0,675.2016666666667
1916,963310,AC,687.206,680.927,525.85,650.602,750.0,674.0975
1917,953045,AC,655.287,574.967,610.897,601.593,800.0,673.7906666666667
1918,941099,AC,719.125,627.947,738.466,454.564,750.0,673.3503333333333
1919,970517,AC,719.125,574.967,483.327,503.574,875.0,671.8321666666667
1920,981374,AC,623.367,627.947,525.85,503.574,875.0,671.7896666666667
1925,972566,AC,687.206,469.007,525.85,748.622,800.0,671.7808333333334
1926,958626,AC,687.206,574.967,610.897,601.593,775.0,670.7771666666666
1927,950375,AC,623.367,680.927,568.373,650.602,750.0,670.5448333333333
1928,977818,AC,655.287,574.967,525.85,650.602,800.0,667.7843333333333
1929,969003,AC,655.287,680.927,568.373,601.593,750.0,667.6966666666666
1930,962587,AC,623.367,469.007,653.42,503.574,875.0,666.5613333333333
1931,980106,AC,559.529,574.967,610.897,699.612,775.0,665.8341666666666
1932,943562,AC,655.287,574.967,610.897,552.583,800.0,665.6223333333334
1933,921548,AC,559.529,469.007,653.42,552.583,875.0,664.0898333333333
1934,955340,AC,591.448,733.907,653.42,454.564,775.0,663.8898333333333
1935,980469,AC,623.367,574.967,483.327,601.593,850.0,663.8756666666667
1936,965419,AC,559.529,574.967,695.943,650.602,750.0,663.5068333333334
1937,971779,AC,623.367,627.947,568.373,454.564,850.0,662.3751666666666
1938,946030,AC,527.61,627.947,440.804,650.602,850.0,657.8271666666666
1939,955895,AC,623.367,521.987,483.327,601.593,850.0,655.0456666666666
1940,973279,AC,719.125,574.967,483.327,552.583,800.0,655.0003333333333
1941,972870,AC,591.448,680.927,653.42,503.574,750.0,654.8948333333334
1942,978247,AC,623.367,574.967,525.85,699.612,750.0,653.966
1943,952984,AC,623.367,574.967,525.85,748.622,725.0,653.8009999999999
1944,959470,AC,719.125,574.967,568.373,552.583,750.0,652.508
1945,978124,AC,559.529,733.907,610.897,356.545,825.0,651.813
1946,953548,AC,527.61,627.947,525.85,552.583,825.0,647.3316666666667
1947,974964,AC,591.448,469.007,568.373,601.593,825.0,646.7368333333333
1948,951642,AC,623.367,574.967,610.897,405.554,825.0,644.1308333333333
1949,970142,AC,527.61,574.967,695.943,552.583,750.0,641.8505
1950,981059,AC,559.529,680.927,653.42,454.564,750.0,641.4066666666666
1951,970863,AC,527.61,469.007,483.327,650.602,850.0,638.4243333333333
1952,968723,AC,655.287,521.987,483.327,454.564,850.0,635.8608333333333
1953,953939,AC,559.529,574.967,525.85,601.593,775.0,635.3231666666667
1954,979881,AC,623.367,416.026,568.373,748.622,725.0,634.398
1955,970867,AC,463.772,521.987,568.373,699.612,775.0,633.9573333333334
1956,908069,AC,463.772,521.987,610.897,454.564,875.0,633.5366666666666
1957,964590,AC,527.61,521.987,695.943,454.564,800.0,633.3506666666666
1958,973190,AC,623.367,627.947,483.327,601.593,725.0,631.039
1959,968614,AC,591.448,469.007,568.373,454.564,850.0,630.5653333333333
1960,926902,AC,687.206,469.007,398.281,601.593,800.0,626.0145
1961,920439,AC,559.529,574.967,610.897,356.545,825.0,625.323
1962,928772,AC,623.367,627.947,440.804,405.554,825.0,624.612
1963,970245,AC,591.448,469.007,525.85,650.602,750.0,622.8178333333333
1964,978736,AC,559.529,627.947,525.85,356.545,825.0,619.9785
1965,971551,AC,559.529,469.007,483.327,454.564,875.0,619.4045
1966,951227,AC,559.529,574.967,525.85,405.554,825.0,619.3166666666667
1967,975326,AC,591.448,627.947,440.804,454.564,800.0,619.1271666666667
1968,963816,AC,623.367,363.046,525.85,601.593,800.0,618.976
1973,973876,AC,304.176,310.066,738.466,748.622,800.0,616.8883333333333
1974,977291,AC,591.448,627.947,525.85,454.564,750.0,616.6348333333333
1975,979216,AC,559.529,469.007,568.373,650.602,725.0,616.2518333333334
1976,969762,AC,463.772,469.007,610.897,650.602,750.0,615.713
1977,908331,AC,431.853,574.967,483.327,503.574,850.0,615.6201666666667
1978,974974,AC,559.529,574.967,695.943,454.564,700.0,614.1671666666667
1979,959239,AC,623.367,521.987,483.327,552.583,750.0,613.544
1980,939838,AC,527.61,521.987,525.85,650.602,725.0,612.6748333333334
1981,980053,AC,623.367,521.987,568.373,454.564,750.0,611.3818333333332
1982,963981,AC,655.287,627.947,525.85,601.593,625.0,610.1128333333332
1983,956869,AC,591.448,627.947,738.466,650.602,525.0,609.7438333333333
1984,912881,AC,591.448,469.007,483.327,650.602,725.0,607.3973333333333
1985,980736,AC,559.529,574.967,653.42,454.564,700.0,607.08
1986,969192,AC,463.772,680.927,440.804,356.545,850.0,607.008
1987,968869,AC,591.448,574.967,568.373,601.593,650.0,606.0635
1988,978962,AC,527.61,574.967,525.85,454.564,775.0,605.4985
1989,921150,AC,623.367,521.987,483.327,552.583,725.0,605.2106666666666
1990,971097,AC,463.772,786.887,568.373,552.583,625.0,603.6025
1991,954037,AC,527.61,521.987,568.373,503.574,750.0,603.5906666666666
1992,960697,AC,655.287,416.026,483.327,552.583,750.0,601.2038333333334
1993,980135,AC,399.934,521.987,525.85,503.574,825.0,600.2241666666667
1994,971513,AC,495.691,574.967,568.373,503.574,725.0,598.7675
1995,964726,AC,336.095,469.007,483.327,601.593,850.0,598.337
1996,927595,AC,655.287,521.987,355.758,405.554,825.0,598.0976666666667
1997,963464,AC,336.095,521.987,568.373,650.602,750.0,596.1761666666666
1998,919126,AC,623.367,469.007,525.85,454.564,750.0,595.4646666666666
1999,915228,AC,495.691,627.947,440.804,503.574,750.0,594.6693333333334
2000,977719,AC,591.448,521.987,398.281,454.564,800.0,594.38
2001,973843,AC,591.448,521.987,398.281,503.574,775.0,594.215
2002,967865,AC,463.772,680.927,610.897,405.554,700.0,593.525
2003,963645,AC,463.772,469.007,568.373,650.602,700.0,591.959
2004,970474,AC,687.206,469.007,440.804,454.564,750.0,591.9301666666667
2005,979960,AC,495.691,574.967,525.85,552.583,700.0,591.5151666666667
2006,912908,AC,559.529,416.026,568.373,748.622,625.0,590.4250000000001
2007,980440,AC,495.691,469.007,525.85,601.593,725.0,590.3568333333334
2008,978327,AC,527.61,627.947,525.85,454.564,700.0,589.3285
2009,962755,AC,559.529,469.007,398.281,405.554,850.0,588.7285
2010,974852,AC,559.529,469.007,440.804,552.583,750.0,586.9871666666667
2011,979364,AC,495.691,574.967,483.327,552.583,700.0,584.428
2012,975147,AC,527.61,574.967,398.281,454.564,775.0,584.237
2013,980849,AC,495.691,521.987,525.85,454.564,750.0,583.0153333333333
2014,948277,AC,527.61,574.967,483.327,503.574,700.0,581.5796666666666
2015,910693,AC,559.529,521.987,440.804,405.554,775.0,579.6456666666667
2016,956045,AC,463.772,627.947,525.85,503.574,675.0,578.5238333333333
2021,967041,AC,559.529,469.007,525.85,405.554,750.0,576.6566666666666
2022,937660,AC,591.448,469.007,483.327,552.583,675.0,574.3941666666666
2023,972073,AC,495.691,416.026,525.85,552.583,725.0,573.3583333333333
2024,974909,AC,368.014,574.967,440.804,503.574,775.0,572.8931666666666
2025,948225,AC,527.61,416.026,483.327,601.593,700.0,571.426
2026,963887,AC,463.772,416.026,483.327,454.564,800.0,569.6148333333334
2027,970891,AC,559.529,574.967,525.85,356.545,700.0,569.4818333333334
2028,964701,AC,399.934,469.007,440.804,552.583,775.0,568.7213333333333
2029,975317,AC,463.772,469.007,568.373,454.564,725.0,567.6193333333334
2030,969888,AC,623.367,521.987,398.281,356.545,750.0,566.6966666666666
2031,961720,AC,399.934,469.007,525.85,552.583,725.0,566.229
2032,975754,AC,527.61,469.007,440.804,503.574,725.0,565.1658333333334
2033,909064,AC,559.529,416.026,398.281,454.564,775.0,563.0666666666667
2034,918543,AC,399.934,574.967,483.327,405.554,750.0,560.6303333333334
2035,978756,AC,431.853,574.967,440.804,405.554,750.0,558.8629999999999
2036,957837,AC,527.61,469.007,483.327,356.545,750.0,556.0815
2037,979395,AC,495.691,416.026,568.373,454.564,700.0,555.7756666666668
2038,946910,AC,495.691,574.967,440.804,454.564,675.0,552.6709999999999
2039,969370,AC,399.934,469.007,483.327,454.564,750.0,551.1386666666667
2040,976663,AC,431.853,416.026,398.281,405.554,825.0,550.2856666666667
2041,971921,AC,368.014,521.987,355.758,503.574,775.0,549.8888333333333
2042,963333,AC,431.853,416.026,398.281,650.602,700.0,549.4603333333333
2043,980856,AC,623.367,469.007,398.281,405.554,700.0,549.3681666666666
2044,951686,AC,463.772,574.967,398.281,454.564,700.0,548.5973333333333
2045,979072,AC,495.691,574.967,398.281,405.554,700.0,545.7488333333333
2046,960290,AC,463.772,416.026,483.327,454.564,725.0,544.6148333333334
2047,975366,AC,495.691,416.026,398.281,552.583,700.0,543.7635
2048,969980,AC,591.448,627.947,525.85,454.564,525.0,541.6348333333333
2049,962818,AC,431.853,521.987,440.804,454.564,700.0,541.5346666666666
2050,911990,AC,399.934,416.026,525.85,552.583,675.0,540.7321666666667
2051,963021,AC,399.934,416.026,483.327,454.564,725.0,533.9751666666667
2052,908917,AC,463.772,416.026,440.804,405.554,700.0,521.026
2053,935500,AC,527.61,627.947,440.804,454.564,525.0,516.8208333333333
2054,980841,L1,655.287,733.907,653.42,650.602,800.0,715.5360000000001
2055,966312,L1,559.529,469.007,738.466,552.583,775.0,644.9308333333333
2056,955207,L1,591.448,469.007,483.327,699.612,750.0,623.899
2057,966370,L1,559.529,786.887,440.804,503.574,725.0,623.4656666666666
2058,960712,L1,399.934,521.987,483.327,601.593,850.0,617.8068333333333
2059,977173,L1,591.448,521.987,483.327,601.593,750.0,616.3925
2060,959154,L1,655.287,521.987,440.804,601.593,725.0,611.6118333333333
2061,968736,L1,495.691,574.967,483.327,552.583,750.0,601.0946666666666
2062,932733,L1,687.206,521.987,525.85,552.583,550.0,564.6043333333333
2063,969082,L1,368.014,363.046,568.373,552.583,750.0,558.6693333333334
2064,967414,L1,399.934,416.026,610.897,405.554,750.0,555.4018333333333
2069,925154,L1,591.448,469.007,398.281,405.554,725.0,552.3816666666667
2070,978393,L1,495.691,416.026,398.281,503.574,750.0,552.2620000000001
2071,977919,L1,304.176,310.066,568.373,454.564,750.0,522.8631666666666
2072,940204,L13,399.934,574.967,440.804,503.574,800.0,586.5465
2073,960589,L15,623.367,521.987,483.327,699.612,875.0,679.7154999999999
2074,968182,L3,559.529,521.987,610.897,552.583,850.0,657.4993333333333
2075,951375,L3,463.772,574.967,610.897,601.593,825.0,650.2048333333333
2076,965491,L3,623.367,574.967,483.327,503.574,725.0,605.8725
2077,980167,L3,559.529,574.967,398.281,552.583,725.0,589.2266666666667
2078,959437,L3,527.61,416.026,355.758,356.545,725.0,517.6565
2079,979616,L5,687.206,627.947,866.035,846.641,775.0,762.9715
2080,980708,L5,559.529,680.927,695.943,748.622,825.0,722.5035000000001
2081,960072,L5,687.206,680.927,483.327,650.602,825.0,692.0103333333333
2082,976865,L5,687.206,627.947,653.42,503.574,825.0,687.0245
2083,975945,L5,623.367,574.967,440.804,699.612,875.0,681.4583333333334
2084,968360,L5,623.367,521.987,568.373,699.612,825.0,677.2231666666667
2085,959563,L5,623.367,574.967,483.327,601.593,875.0,672.209
2086,954623,L5,527.61,680.927,653.42,601.593,775.0,668.925
2087,956395,L5,719.125,521.987,483.327,650.602,800.0,662.5068333333334
2088,922372,L5,591.448,627.947,398.281,601.593,850.0,653.2115
2089,977961,L5,623.367,574.967,568.373,601.593,775.0,653.05
2090,962086,L5,655.287,680.927,610.897,454.564,750.0,650.2791666666666
2091,978943,L5,655.287,416.026,610.897,650.602,775.0,647.1353333333333
2092,978469,L5,591.448,627.947,440.804,503.574,825.0,635.6288333333333
2093,951146,L5,655.287,627.947,355.758,503.574,825.0,632.0943333333333
2094,938186,L5,527.61,574.967,610.897,454.564,800.0,628.0063333333334
2095,924642,L5,527.61,627.947,440.804,552.583,800.0,624.824
2096,977297,L5,431.853,574.967,610.897,601.593,750.0,619.885
2097,963707,L5,655.287,469.007,483.327,503.574,800.0,618.5325
2098,965951,L5,623.367,521.987,483.327,552.583,725.0,605.2106666666666
2099,912659,L5,399.934,733.907,695.943,552.583,100.0,430.39450000000005
2100,979434,L7,655.287,680.927,780.989,552.583,825.0,719.9643333333333
2101,975266,L7,559.529,627.947,653.42,552.583,875.0,690.5798333333333
2102,975925,L7,623.367,627.947,440.804,454.564,900.0,657.7803333333333
2103,966421,L7,559.529,627.947,653.42,552.583,750.0,648.9131666666667
2104,908411,L7,527.61,574.967,653.42,601.593,725.0,634.5983333333332
2105,945746,L7,591.448,416.026,610.897,552.583,800.0,628.4923333333334
2106,944289,L7,591.448,627.947,695.943,454.564,700.0,628.317
2107,975523,L7,527.61,627.947,440.804,503.574,825.0,624.9891666666666
2108,967430,L7,431.853,627.947,568.373,601.593,750.0,621.6276666666666
2109,924637,L7,527.61,363.046,653.42,650.602,750.0,615.7796666666667
2110,957150,L7,527.61,627.947,483.327,454.564,800.0,615.5746666666666
2111,947517,L7,687.206,416.026,610.897,503.574,725.0,611.2838333333333
2112,925878,L7,559.529,521.987,610.897,356.545,800.0,608.1596666666667
2117,946375,L7,623.367,680.927,568.373,503.574,625.0,604.3735
2118,934978,L7,591.448,521.987,398.281,552.583,775.0,602.3831666666666
2119,926275,L7,559.529,574.967,440.804,405.554,800.0,596.8090000000001
2120,959580,L7,527.61,521.987,525.85,503.574,725.0,588.1701666666667
2121,963341,L7,431.853,627.947,525.85,405.554,750.0,581.8673333333334
2122,978630,L7,463.772,363.046,568.373,503.574,775.0,574.7941666666667
2123,978403,L7,399.934,416.026,313.235,454.564,875.0,555.6265
2124,981024,L7,655.287,574.967,483.327,503.574,550.0,552.8591666666666
2125,926758,L7,431.853,416.026,398.281,405.554,750.0,525.2856666666667
2126,975472,AC,655.287,627.947,610.897,797.631,675.0,673.627
2127,947093,AC,623.367,733.907,610.897,503.574,825.0,686.9575
2128,964117,AC,623.367,627.947,695.943,503.574,825.0,683.4718333333334
2129,977941,AC,495.691,680.927,440.804,601.593,850.0,653.1691666666667
2130,913235,AC,559.529,680.927,610.897,552.583,775.0,658.9893333333333
2131,974732,AC,591.448,733.907,610.897,503.574,750.0,656.6376666666666
2132,966727,AC,559.529,733.907,483.327,601.593,725.0,638.0593333333334
2133,925327,AC,591.448,627.947,568.373,503.574,850.0,665.2236666666666
2134,960317,AC,559.529,680.927,525.85,454.564,825.0,645.145
2135,912218,AC,623.367,521.987,780.989,552.583,725.0,654.821
2136,971847,AC,559.529,521.987,610.897,601.593,775.0,640.6676666666666
2137,968910,AC,591.448,627.947,483.327,552.583,750.0,625.8841666666666
2138,979839,AC,687.206,574.967,440.804,552.583,775.0,634.26
2139,949874,AC,559.529,680.927,440.804,454.564,825.0,630.9706666666667
2140,919389,AC,591.448,574.967,610.897,601.593,675.0,621.4841666666666
2141,972956,AC,623.367,574.967,610.897,405.554,825.0,644.1308333333333
2142,935143,AC,399.934,627.947,610.897,503.574,750.0,607.0586666666667
2143,927532,AC,559.529,521.987,653.42,454.564,800.0,631.5833333333334
2144,938299,AC,559.529,680.927,483.327,503.574,675.0,596.2261666666667
2145,957213,AC,623.367,574.967,525.85,503.574,725.0,612.9596666666666
2146,966064,AC,559.529,574.967,525.85,503.574,750.0,610.6533333333333
2147,952930,AC,623.367,416.026,525.85,650.602,725.0,610.9741666666666
2148,965220,AC,463.772,521.987,440.804,552.583,825.0,604.8576666666667
2149,972450,AC,527.61,574.967,610.897,503.574,700.0,602.8413333333334
2150,979034,AC,591.448,416.026,610.897,552.583,775.0,620.159
2151,981127,AC,591.448,627.947,525.85,454.564,700.0,599.9681666666667
2152,948267,AC,559.529,574.967,483.327,503.574,725.0,595.2328333333334
2153,934670,AC,591.448,521.987,525.85,405.554,825.0,615.8065
2154,974906,AC,368.014,574.967,398.281,552.583,800.0,582.3075
2155,962939,AC,623.367,574.967,483.327,405.554,775.0,606.2025
2156,933682,AC,623.367,521.987,440.804,503.574,750.0,598.2886666666667
2157,908317,AC,655.287,416.026,483.327,503.574,800.0,609.7023333333333
2158,964141,AC,591.448,469.007,440.804,552.583,750.0,592.307
2159,945159,AC,495.691,469.007,525.85,503.574,800.0,599.0203333333334
2160,964249,AC,495.691,574.967,483.327,503.574,700.0,576.2598333333333
2165,973537,AC,495.691,574.967,483.327,552.583,650.0,567.7613333333333
2166,959496,AC,495.691,627.947,440.804,405.554,750.0,578.3326666666667
2167,977853,AC,591.448,574.967,440.804,503.574,650.0,568.4655
2168,935036,AC,399.934,627.947,568.373,454.564,675.0,566.803
2169,966424,AC,399.934,469.007,483.327,650.602,675.0,558.8116666666666
2170,969905,AC,495.691,469.007,568.373,503.574,725.0,581.1075
2171,977287,AC,495.691,416.026,525.85,601.593,700.0,573.1933333333333
