0,0,0,0,0,0,0,0,0,4,129,188,219,233,240,244,237,222,188,104,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,24,208,255,255,255,255,255,255,255,255,255,252,165,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,148,255,254,247,255,255,255,255,255,255,255,255,253,118,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,178,255,161,4,183,255,255,255,255,255,255,255,255,186,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,184,255,115,0,143,255,255,255,255,255,255,255,255,196,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,187,255,232,184,238,255,255,255,255,255,255,255,255,199,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,191,255,255,255,255,255,255,255,255,255,255,255,255,200,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,74,100,100,100,100,100,100,172,255,255,255,255,255,200,80,224,224,222,209,138,0,0
0,0,13,135,177,182,184,185,186,187,187,188,188,189,189,215,255,255,255,255,255,200,92,255,255,255,255,254,164,0
0,74,223,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,200,92,255,255,255,255,255,249,73
6,219,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,200,93,255,255,255,255,255,255,168
125,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,188,110,255,255,255,255,255,255,212
187,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,252,106,163,255,255,255,255,255,255,234
221,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,249,158,47,234,255,255,255,255,255,255,244
234,255,255,255,255,255,255,255,255,248,199,172,166,161,159,158,154,148,139,76,57,214,255,255,255,255,255,255,255,245
238,255,255,255,255,255,255,255,228,87,50,132,142,146,149,153,157,158,160,184,241,255,255,255,255,255,255,255,255,243
236,255,255,255,255,255,255,244,76,130,242,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,232
227,255,255,255,255,255,255,182,69,245,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,206
198,255,255,255,255,255,255,143,164,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,157
153,255,255,255,255,255,255,132,176,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,236,39
48,244,255,255,255,255,255,129,179,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,236,105,0
0,155,253,255,255,255,255,127,179,255,255,255,255,255,221,192,192,192,192,192,192,192,192,192,192,191,155,41,0,0
0,0,136,214,230,232,234,116,180,255,255,255,255,255,177,67,67,67,67,67,67,52,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,180,255,255,255,255,255,255,255,255,255,255,255,255,204,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,179,255,255,255,255,255,255,255,255,247,193,231,255,202,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,179,255,255,255,255,255,255,255,255,169,0,81,255,200,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,171,255,255,255,255,255,255,255,255,194,3,129,255,194,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,101,252,255,255,255,255,255,255,255,255,238,252,255,171,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,162,252,255,255,255,255,255,255,255,255,255,226,58,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,105,193,228,241,245,245,240,228,201,150,28,0,0,0,0,0,0,0,0,0
